"","Sample_ID","Sample_date","Sample_site","Dretrocurva","Veliger","Mesocyclops","Soregonensis","DOY","Y","Chl_a_ugL_L","Secchi_depth_m","AvgTemp"
"1","19950517-3-996",1995-05-17,"3-996",0.505452764592212,0.0615461936787026,1.34220891467416,0,137,1995,NA,2.4,13
"2","19950517-3-996B",1995-05-17,"3-996",0.313178998353761,0.123340557493206,1.37015758186942,0.307942350717653,137,1995,NA,2.4,13
"3","19950517-8-994",1995-05-17,"8-994",0.79259043319589,0.0125723215200638,1.19975727164069,0.207440115816919,137,1995,NA,3,12.25
"4","19950517-8-994B",1995-05-17,"8-994",0.133666900513419,0,0.186207029388159,0.942422302183629,137,1995,NA,3,12.25
"5","19950522-27-918",1995-05-22,"27-918",0.550649709036074,0,0,0,142,1995,NA,2.7,14.55
"6","19950522-29-905",1995-05-22,"29-905",0.200103858293228,0,0.00818380587826282,0,142,1995,NA,2,14.6
"7","19950523-36-873",1995-05-23,"36-873",0.560646942066824,0.0604698840264746,0.0482775031676369,0,143,1995,NA,1.7,15.6
"8","19950523-37-890",1995-05-23,"37-890",0.490365476467304,0.215140929726614,0,0.563614390725234,143,1995,NA,0.91,16.15
"9","19950601-14-972",1995-06-01,"14-972",65.0439909259736,0.166241620969104,1.38384209025002,0,152,1995,0,2.13,17.6
"10","19950601-16-970",1995-06-01,"16-970",50.5893025218895,0.0711359494379423,1.43935383607809,0,152,1995,0,1.83,17.5
"11","19950601-27-918",1995-06-01,"27-918",0.0177524776408809,0.00495646314370848,0,0.019818435644326,152,1995,0,1.83,17
"12","19950601-29-905",1995-06-01,"29-905",0.147303590312656,0.0114514026597004,0.0191730093630081,0.0157544852960028,152,1995,0,1.52,17
"13","19950601-36-873",1995-06-01,"36-873",11.3252128303547,1.3233125643655,0.142952095603274,0.332691365275812,152,1995,0,0.91,9
"14","19950601-37-890",1995-06-01,"37-890",3.30096439935945,0.160394987689259,0.109185608433322,0,152,1995,0,1.22,8.9
"15","19950601-8-994",1995-06-01,"8-994",87.3719053509621,1.72993851332374,6.74844886395583,0.706444562747611,152,1995,0,1.83,17.7
"16","19950606-14-972",1995-06-06,"14-972",54.0896359983184,0.0204468303865743,5.82001618338937,0,157,1995,0,3.35,18.5
"17","19950606-16-970",1995-06-06,"16-970",69.3291471769622,0.255634202254305,3.09692022560217,0,157,1995,0,4.88,18
"18","19950606-8-994",1995-06-06,"8-994",28.6608111412264,0.21443013149888,1.10914499404364,0,157,1995,0,4.57,18
"19","19950607-27-918",1995-06-07,"27-918",0.0275670491733854,0.0176404026864563,0,0,158,1995,0,2.44,17.15
"20","19950607-29-905",1995-06-07,"29-905",0.00111331978434808,0.00457637017628892,0.00090891669376129,0,158,1995,0,2.13,17.75
"21","19950607-36-873",1995-06-07,"36-873",20.8436624214361,1.87502870407566,1.74182300717615,0,158,1995,20.826,1.83,19.55
"22","19950607-37-890",1995-06-07,"37-890",21.2104240045545,0.751928669083461,1.93857673612249,0,158,1995,0,1.83,19.2
"23","19950614-14-972",1995-06-14,"14-972",59.2071358657422,0.130433240623907,5.53260015297856,0.368164796015483,165,1995,0.9612,3.05,19.8
"24","19950614-16-970",1995-06-14,"16-970",47.8302519647758,0.399039716370283,5.86892693286235,0,165,1995,0.9612,2.44,19.3
"25","19950614-8-994",1995-06-14,"8-994",22.8223054721773,0.466957426716377,2.31476626728583,2.8035599331178,165,1995,1.08936,4.88,18.4
"26","19950615-27-918",1995-06-15,"27-918",0.283775793550218,0.072829662519798,0,0.0478257156096377,166,1995,0.35244,2.44,18.1
"27","19950615-29-905",1995-06-15,"29-905",0.0877774427245819,0.0475371292071222,0.00410678120637109,0.0131073870301066,166,1995,1.15344,2.44,17.3
"28","19950615-36-873",1995-06-15,"36-873",118.624336988158,3.74858557087196,5.18356275401892,0,166,1995,0.8544,1.22,20.25
"29","19950615-37-890",1995-06-15,"37-890",184.013192456049,1.01961527527717,5.84176306146536,0,166,1995,2.4564,0.91,20.7
"30","19950619-27-918",1995-06-19,"27-918",3.63992408453481,0.16462538298746,0.0230972249081818,0.0519423468016475,170,1995,0.38448,4,19.4
"31","19950619-29-905",1995-06-19,"29-905",0.0910787163458532,0.0615699159803346,0.00661006755243708,0.0178825352708963,170,1995,0.83304,3,19.8
"32","19950619-36-873",1995-06-19,"36-873",82.7808575354732,5.68691875099696,5.30196644341478,0,170,1995,2.2962,3.7,23.2
"33","19950619-37-890",1995-06-19,"37-890",19.2373531488536,1.79371756948111,7.05322903379446,0,170,1995,6.0876,2.7,22.65
"34","19950620-14-972",1995-06-20,"14-972",23.1180233875545,0.302856022359556,29.4727615789788,0.511959044482739,171,1995,2.937,3.7,21.85
"35","19950620-14-972B",1995-06-20,"14-972",18.0431238243388,0.165521960272268,33.9530644831606,0.910356785322086,171,1995,NA,3.7,21.85
"36","19950620-3-996",1995-06-20,"3-996",71.1891030576767,2.0254519657533,93.0882535411437,0,171,1995,2.81952,4.1,21.4
"37","19950620-8-994",1995-06-20,"8-994",46.5637094128975,0.13114920070615,5.13109220608394,1.25923615815479,171,1995,2.136,7.6,20.65
"38","19950622-16-970",1995-06-22,"16-970",48.9211354715372,0.795011344355267,35.9223396677468,0.797812661098672,173,1995,0,3.4,21.4
"39","19950622-16-970B",1995-06-22,"16-970",28.9392035650823,0.866246960890077,25.0275641985973,0.481799881183129,173,1995,NA,3.4,21.4
"40","19950626-14-972",1995-06-26,"14-972",211.947841811161,0.102645833081595,34.5588932774964,0,177,1995,7.77504,1.83,23.8
"41","19950626-16-970",1995-06-26,"16-970",37.1327683457749,1.09557515251845,13.3186599489535,1.5712451733566,177,1995,4.3254,3.05,21.95
"42","19950626-8-994",1995-06-26,"8-994",14.1543588149928,0.220287250831488,9.68300749056968,1.27863767280486,177,1995,2.937,3.05,23
"43","19950629-27-918",1995-06-29,"27-918",2.64661796688757,6.40620916087608,0.0371745697179462,0,180,1995,NA,2.44,23.2
"44","19950629-29-905",1995-06-29,"29-905",0.477031583104668,3.24448398689262,0.167556366993624,0,180,1995,NA,1.52,23.1
"45","19950629-36-873",1995-06-29,"36-873",239.015545287746,1.18330592875494,40.8416015661449,0,180,1995,0,2.13,24.3
"46","19950629-37-890",1995-06-29,"37-890",162.209261458552,7.15397638648152,6.6457405911019,0,180,1995,NA,1.52,23.8
"47","19950705-8-994",1995-07-05,"8-994",99.4738444625587,0.14102562590279,14.7566466469093,1.5233251582575,186,1995,0,3.35,21.8
"48","19950710-14-972",1995-07-10,"14-972",44.2721155669398,0.0784319442520902,64.6320019682684,0,191,1995,1.18548,2.9,22.4
"49","19950710-16-970",1995-07-10,"16-970",118.113949602104,0,119.124353675622,0.830236470456262,191,1995,2.11464,2.13,22.6
"50","19950710-27-918",1995-07-10,"27-918",20.3503262333085,4.97767249883297,1.4325016849256,0,191,1995,1.3884,2.44,21.65
"51","19950710-29-905",1995-07-10,"29-905",148.750451169586,7.12752644468335,0,0,191,1995,7.209,2.13,22.15
"52","19950710-36-873",1995-07-10,"36-873",6.78549697735335,1.4621106490717,0.385080548250808,0,191,1995,3.19332,2.44,22.15
"53","19950710-37-890",1995-07-10,"37-890",17.5441101221344,0.628529964211956,24.36859888215,0,191,1995,10.16736,1.22,22
"54","19950710-8-994",1995-07-10,"8-994",86.7703451147743,0.0518699631318329,72.0080205368508,0,191,1995,4.1118,3.66,21.65
"55","19950717-3-996",1995-07-17,"3-996",70.3745121997103,0.234394316155672,116.635110464813,2.14103039639169,198,1995,0,2.7,24.2
"56","19950717-8-994",1995-07-17,"8-994",35.4380250421922,0.0417875112818513,80.1107546210408,0,198,1995,6.3e-16,4,22.85
"57","19950719-27-918",1995-07-19,"27-918",23.9080922482065,6.06775605162099,0.679769836212201,0,200,1995,NA,4,24.2
"58","19950719-27-918B",1995-07-19,"27-918",21.9645893756854,6.14816480609377,0.181268289327188,0.235352803533961,200,1995,NA,4,24.2
"59","19950719-29-905",1995-07-19,"29-905",53.9178668162587,12.3216830288197,1.13931500488564,0,200,1995,NA,3,24.4
"60","19950719-36-873",1995-07-19,"36-873",154.58141774629,0.801126287717778,34.2402996198293,0,200,1995,1.602,2.1,25.3
"61","19950719-36-873B",1995-07-19,"36-873",116.689376919633,1.37149337299511,53.5301591971197,0,200,1995,NA,2.1,25.3
"62","19950719-37-890",1995-07-19,"37-890",220.665394273571,0.722765258424325,25.3717390294656,0,200,1995,NA,1.22,24.9
"63","19950724-14-972",1995-07-24,"14-972",46.2515048540464,0,40.418316743103,5.00151760246102,205,1995,NA,3.4,23.05
"64","19950724-14-972B",1995-07-24,"14-972",77.1419383943411,0,40.0248767506281,0.784736487346739,205,1995,NA,3.4,23.05
"65","19950724-16-970",1995-07-24,"16-970",59.4193639878662,0.0919492733215887,38.7435317599261,2.3235777529019,205,1995,NA,2.7,23.75
"66","19950724-16-970B",1995-07-24,"16-970",77.6883154338903,0.0379509407671404,65.959854285128,3.8035023984475,205,1995,NA,2.7,23.75
"67","19960522-3-996",1996-05-22,"3-996",7.84784331846959,28.2354999307525,0,0,143,1996,3.20133,1.8,16.05
"68","19960523-14-972",1996-05-23,"14-972",16.5353316030299,5.59143860635869,1.02362027325431,1.97218088647996,144,1996,2.11197,1.5,17.4
"69","19960523-16-970",1996-05-23,"16-970",9.13212951843477,17.0965793632334,2.37822540101598,1.46702988774949,144,1996,6.53349,1.5,15.3
"70","19960523-8-994",1996-05-23,"8-994",2.88899311157605,3.6449545112387,0,0.461479556744479,144,1996,2.27217,2.4,12.95
"71","19960531-27-918",1996-05-31,"27-918",0.103056753776798,0.354648791400756,0,0,152,1996,4.82202,1.4,14.6
"72","19960531-29-905",1996-05-31,"29-905",0.0323339016888275,0.153588981741012,0,0.0287474536559254,152,1996,1.34568,1.2,14.7
"73","19960531-36-873",1996-05-31,"36-873",32.2311229735924,11.2069782411931,0,0.225683676485535,152,1996,0.8544,0.3,15.8
"74","19960531-37-890",1996-05-31,"37-890",18.3051105358915,1.25491110803344,0.708540530174677,0,152,1996,0.17622,0.6,15.8
"75","19960604-16-970",1996-06-04,"16-970",16.5359874959115,1.5753891753258,0.414636117848257,0,156,1996,1.90371,2.1,15.6
"76","19960604-27-918",1996-06-04,"27-918",4.3864952050209,3.1987930204774,0,1.52019234560156,156,1996,1.59399,1.5,15.65
"77","19960604-29-905",1996-06-04,"29-905",0.054302772327246,0.244056847805706,0,0,156,1996,1.17747,1.2,15.25
"78","19960604-36-873",1996-06-04,"36-873",53.6977982610558,3.48298330948676,0.462102773427089,0.231727181718349,156,1996,1.86099,0.6,16.5
"79","19960604-37-890",1996-06-04,"37-890",44.7586449610369,2.34830143087274,0.670748357777562,0,156,1996,1.73283,0.6,16.2
"80","19960605-14-972",1996-06-05,"14-972",7.51714940164724,0.71487449188103,0,0,157,1996,2.23479,1.4,15.1
"81","19960605-8-994",1996-06-05,"8-994",30.5376179320432,1.7194350583466,0,1.10735180970072,157,1996,1.75419,1.4,14.35
"82","19960611-14-972",1996-06-11,"14-972",163.766498002693,3.14780554783557,3.06751031546124,0,163,1996,3.86082,1.2,17.55
"83","19960611-16-970",1996-06-11,"16-970",362.635669675266,2.66385972820162,2.65660362903778,1.04441530824386,163,1996,1.85298,1.8,17.1
"84","19960611-16-970B",1996-06-11,"16-970",102.897990770099,1.82285870434727,0,0,163,1996,NA,1.8,17.1
"85","19960611-8-994",1996-06-11,"8-994",198.24228103076,1.0343923082522,4.90001354234256,0,163,1996,1.38306,1.5,16.95
"86","19960613-27-918",1996-06-13,"27-918",29.2419149879568,8.38686511296238,0.985241513085089,0,165,1996,1.53792,1.8,17.45
"87","19960613-27-918B",1996-06-13,"27-918",18.3253381351085,12.022835103948,0.124591089050383,0,165,1996,NA,1.8,17.45
"88","19960613-29-905",1996-06-13,"29-905",15.7035315215579,3.58243204827115,0.216087241913523,0,165,1996,3.01176,1.8,17.45
"89","19960613-29-905B",1996-06-13,"29-905",17.0657102073324,2.95354550772984,0.341682774949619,0,165,1996,NA,1.8,17.45
"90","19960613-36-873",1996-06-13,"36-873",57.4321451674306,9.6108180577052,0,3.38434530554458,165,1996,2.136,0.6,19
"91","19960613-37-890",1996-06-13,"37-890",73.6820150850696,2.21204669890641,0.111791622975605,0,165,1996,0.56604,1,18.075
"92","19960617-27-918",1996-06-17,"27-918",125.613399162569,6.37021319180177,0,0,169,1996,0.33108,3.8,18.95
"93","19960617-29-905",1996-06-17,"29-905",234.660181547329,10.1427137970444,0,0,169,1996,0.52332,2.4,19
"94","19960619-3-996",1996-06-19,"3-996",166.824644521469,5.69981653884452,13.6062530518585,0.606745335476307,171,1996,1.43112,0.6,20.6
"95","19960619-8-994",1996-06-19,"8-994",246.619848856041,0.733888153990287,6.57277026615293,0,171,1996,5.24388,1.7,19.6
"96","19960626-36-873",1996-06-26,"36-873",50.8057452683616,72.9581854536565,0.327850683502522,0,178,1996,7.61751,1.4,22.2
"97","19960626-37-890",1996-06-26,"37-890",94.914265980084,26.9501834875023,0.876820627996039,0,178,1996,NA,2.5,23.1
"98","19960626-37-890B",1996-06-26,"37-890",104.539754913829,70.5401158457012,1.54742229630299,0,178,1996,NA,2.5,23.1
"99","19960627-14-972",1996-06-27,"14-972",160.824409702542,17.9553302965218,12.2564898551244,0,179,1996,0.53934,2.4,22.05
"100","19960627-16-970",1996-06-27,"16-970",76.9663528258179,10.4569845673775,6.27305423685352,0.525205796069542,179,1996,1.3083,0.3,21.45
"101","19960701-14-972",1996-07-01,"14-972",136.66710601577,21.772235953287,12.9809424894322,0,183,1996,NA,3.1,24.2
"102","19960701-16-970",1996-07-01,"16-970",588.314348263292,14.0522383646088,0,0.585500930142186,183,1996,2.63796,2.1,23.8
"103","19960701-8-994",1996-07-01,"8-994",336.952986062195,3.77891311063178,2.46915399979809,0,183,1996,NA,4.9,21.05
